,Unnamed: 0,Item Number,Product Title,Category,Level,reco5,title5,reco4,title4,reco3,title3,reco2,title2,reco1,title1
3634,3634,20066227,19x25 60M 60# White Endurance® Gloss Text 93br 28000/SK V05374,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3635,3635,20066422,"VGuard® 1.6-mil White Spunbond Polypropylene Hood (XL, 100 Hoods/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3636,3636,20066334,"VGuard® 1.1-mil White Polypropylene Protective Sleeve (18 in., 50 Sleeves/BG, 4 BG/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3637,3637,20066251,19x25 60M 60# White Endurance® Gloss Text 93br 500/PK 56PK/PL V05386,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3638,3638,20066492,23x35 102M 60# White Endurance® Gloss Text 93br 14000/SK V05377,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3639,3639,20066522,25x38 120M 60# White Endurance® Gloss Text 93br 14000/SK V05379,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3640,3640,20066524,28x40 141M 60# White Endurance® Gloss Text 93br 13000/SK V05380,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3641,3641,20066525,19x25 60M 60# White Endurance® Silk Text 95br 25000/SK V05381,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3642,3642,20066526,23x35 102M 60# White Endurance® Silk Text 95br 12500/SK V05382,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3643,3643,20066532,25x38 120M 60# White Endurance® Silk Text 95br 12500/SK V05384,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3644,3644,20066541,28x40 141M 60# White Endurance® Silk Text 95br 12500/SK V05385,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3645,3645,20066451,23x29 84M 60# White Endurance® Gloss Text 93br 14000/SK V05376,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3646,3646,20066581,23x35 102M 60# White Endurance® Gloss Text 93br 500/PK 28PK/PL V05388,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3647,3647,20066595,25x38 120M 60# White Endurance® Gloss Text 93br 500/PK 28PK/PL V05390,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
3648,3648,20066597,"VGuard® 3.5-mil Blue Nitrile Exam Disposable Gloves (XS, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3649,3649,20066646,6x9 Booklet Veritiv Seville® 24# White Wove OSSS 92br 1000/CT V05398,Specialty-Envelopes-MISSING,,Coated Freesheet-C2S-Sheets,,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,,
3650,3650,20066647,6x9 Booklet Veritiv Seville® 24# White Hi Brite Wove OSSS 95br 1000/CT V05399,Specialty-Envelopes-MISSING,,Coated Freesheet-C2S-Sheets,,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,,
3651,3651,20067919,Ecolab® White Lemon Scent Multipurpose Disinfectant Wipes (185-Piece),Wipers-Chemical Wipers-MISSING,,Can Liners-High Density-MISSING,,Can Liners-Paper-MISSING,,Food Service-Cups / Lids-Paper,,Janitorial Supplies-Mops / Squeegees-Handles / Frames / Accessories,,Skincare-Sanitizers / Sanitizing Wipes-MISSING,
3652,3652,20067935,"Laser Trak® Howard Leight™ Blue/Orange Polyurethane Corded Earplugs With Metal Detectable (One Size, 100 Earplugs/CS)",Personal Protection and Safety-Ear Protection-MISSING,,,,,,,,,,,
3653,3653,20067978,"Emist® Black ABS Plastic Cart (16 in. x 13 in. x 6 in., 1 Cart/CS)",Janitorial Power Equipment-Sprayers / Dispensing Pumps-MISSING,,,,,,,,,,,
3654,3654,20068434,6x9 Booklet Veritiv Seville® 24# White Wove Blk Conf Tint OSSS 92br 1000/CT V05403,Specialty-Envelopes-MISSING,,Coated Freesheet-C2S-Sheets,,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,,
3655,3655,20068432,6x9 Booklet Veritiv Seville® 24# White Hi Brite Wv OSSS Blk Conf Tint 95br 1000/CT V05404,Specialty-Envelopes-MISSING,,Coated Freesheet-C2S-Sheets,,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,,
3656,3656,20068451,"VGuard® 4-mil Blue Nitrile Chemo Exam Disposable Gloves (XS, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3657,3657,20068453,"VGuard® 8.7-mil Blue Nitrile Chemo Cuff Exam Disposable Gloves (XXL, 50 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3658,3658,20068679,"Reliable Brand® 1-Ply Natural Paper Hardwound Towel (7.8 in x 800 ft., 6 RL/CS)","Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",
3659,3659,20068682,"Reliable Brand® 1-Ply White Paper Hardwound Towel Dispenser (7.8 in x 800 ft., 6 RL/CS)","Towels, Tissues-Towels-Hard Wound Roll",Product,10509922,Instapak® White SEALED AIR® Cushioning Foam (22 in. x 27 in.),10483640,Instapak® White SEALED AIR® Cushioning Foam (15 in. x 18 in.),10446521,Instapak® White SEALED AIR® Cushioning Foam (18 in. x 24 in.),10155902,Sealed Air® Clear Bubble Cushioning (48 in. x 300 ft.),10078511,Sealed Air® Clear Bubble Cushioning (48 in. x 125 ft.)
3660,3660,20068685,"Reliable Brand® 2-Ply White Kitchen Paper Towel Roll (8.8 in. x 0.92 ft., 85 Sheets/RL, 30 RL/CS)","Towels, Tissues-Towels-Kitchen Roll",Product,10509922,Instapak® White SEALED AIR® Cushioning Foam (22 in. x 27 in.),10483640,Instapak® White SEALED AIR® Cushioning Foam (15 in. x 18 in.),10446521,Instapak® White SEALED AIR® Cushioning Foam (18 in. x 24 in.),10155902,Sealed Air® Clear Bubble Cushioning (48 in. x 300 ft.),10078511,Sealed Air® Clear Bubble Cushioning (48 in. x 125 ft.)
3661,3661,20068718,"Reliable Brand® 2-Ply White Flat Box Facial Tissue (7.5 in. x 0.68 ft., 30-Piece)","Towels, Tissues-Facial Tissue-MISSING",,Can Liners-High Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,
3662,3662,20068719,"Reliable Brand® 2-Ply White Cube Box Facial Tissue (8.25 in. x 7.5 in., 85 Tissues/BX, 36 BX/CS)","Towels, Tissues-Facial Tissue-MISSING",,Can Liners-High Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,
3663,3663,20068722,"Reliable Brand® 2-Ply White Jumbo JRT Bath Tissue (3.3 in x 1000 ft., 12 RL/CS)","Towels, Tissues-Toilet Tissue-Jumbo Roll",Product,10773440,"Heritage 1.35-Mil 60-Gal Clear LLDPE Can Liners (38 in. x 65 in., 50-Piece)",10509922,Instapak® White SEALED AIR® Cushioning Foam (22 in. x 27 in.),10446521,Instapak® White SEALED AIR® Cushioning Foam (18 in. x 24 in.),10155902,Sealed Air® Clear Bubble Cushioning (48 in. x 300 ft.),10078511,Sealed Air® Clear Bubble Cushioning (48 in. x 125 ft.)
3664,3664,20068725,"Reliable Brand® 2-Ply White STD Bath Tissue Roll (4.2 in x 3.75 in., 500 Sheets/RL, 96 RL/CS)","Towels, Tissues-Toilet Tissue-Standard Roll",,Can Liners-High Density-MISSING,,Skincare-Soaps / Hand Cleaners-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,
3665,3665,20068728,"Reliable Brand® 2-Ply White STD Bath Tissue Roll (4.2 in x 3.75 in., 550 Sheets/RL, 80 RL/CS)","Towels, Tissues-Toilet Tissue-Standard Roll",Product,,,,,,,,,10049674,"Compact® Coreless 2-Ply White Toilet Paper Roll (3.8 in. x 4 in., 1500 Tissues/PK, 18PK/CS)"
3666,3666,20068773,"i-mop® Grey/Blue Lite Walk-Behind Floor Machine (13.4 in. x 16.9 in. x 47.2 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Walk Behind,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,"Towels, Tissues-Toilet Tissue-Standard Roll",,,,,
3667,3667,20069026,"VGuard® 11-mil Green Nitrile Cuff Unlined Chemical-Resistant Gloves (XL, 12 DZ/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3668,3668,20069027,"VGuard® 7 ga. Natural String Knitted Work Gloves (Medium, 25 DZ/CS)",Personal Protection and Safety-Gloves-Fabric,,,,,,,,,,,
3669,3669,20069028,"VGuard® White Cotton Lightweight Inspection Gloves (9 in., 100 DZ/CS)",Personal Protection and Safety-Gloves-Fabric,,,,,,,,,,,
3670,3670,20069029,"VGuard® 6-mil Black Diamond Guard™ Nitrile Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3671,3671,20069030,"VGuard® 6-mil Black Diamond Guard™ Nitrile Disposable Gloves (XL, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3672,3672,20069031,"VGuard® 6-mil Orange Diamond Guard™ Nitrile Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3673,3673,20069032,"VGuard® 6-mil Orange Diamond Guard™ Nitrile Disposable Gloves (XL, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3674,3674,20069034,"VGuard® 8-mil Black Diamond Guard™ Nitrile Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3675,3675,20069035,"VGuard® 8-mil Black Diamond Guard™ Nitrile Disposable Gloves (XL, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3676,3676,20069036,"VGuard® 8-mil Orange Diamond Guard™ Nitrile Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3677,3677,20069037,"VGuard® 8-mil Orange Diamond Guard™ Nitrile Disposable Gloves (XL, 100 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3678,3678,20069038,"VGuard® 8-mil Orange Diamond Guard™ Nitrile Disposable Gloves (XXL, 90 Gloves/BX, 10 BX/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3679,3679,20068983,"VGuard® 3-Ply Blue SBPP Ear Loop Face Mask (50 Masks/BX, 40 BX/CS)",Personal Protection and Safety-Breathing Protection-MISSING,,,,,,,,,,,
3680,3680,20068985,"VGuard® Red Spunbond Polypropylene Bouffant Cap (24 in, 100 Caps/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3681,3681,20068986,"VGuard® Green Spunbond Polypropylene Bouffant Cap (24 in, 100 Caps/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3682,3682,20068987,"VGuard® 2-mil Blue Spunbond Polypropylene Beard Cover (18 in., 100 Covers/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3683,3683,20069054,"VGuard® 11-mil Green Unlined Cuff Chemical-Resistant Gloves (Medium, 12 DZ/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3684,3684,20069055,"VGuard® 11-mil Green Nitrile Unlined Cuff Work Gloves (Large, 12 DZ/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3685,3685,20069058,"VGuard® 22-mil Green Nitrile Unlined Cuff Work Gloves (Medium, 6 DZ/CS)",Personal Protection and Safety-Gloves-Nitrile,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Wipers-Paper / Nonwoven-MISSING,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,
3686,3686,20069061,"VGuard® 13-mil Blue Latex Unlined Cuff Work Gloves (XL, 12 DZ/CS)",Personal Protection and Safety-Gloves-Latex,,Chemicals-Bleach / Ammonia-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Mops / Squeegees-Handles / Frames / Accessories,,Personal Protection and Safety-Gloves-Vinyl,
3687,3687,20069062,"VGuard® 13-mil Blue Latex Unlined Cuff Work Gloves (Medium, 12 DZ/CS)",Personal Protection and Safety-Gloves-Latex,,Chemicals-Bleach / Ammonia-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Mops / Squeegees-Handles / Frames / Accessories,,Personal Protection and Safety-Gloves-Vinyl,
3688,3688,20069065,"VGuard® 13-mil Blue Unlined Cuff Chemical-Resistant Gloves (Large, 12 DZ/CS)",Personal Protection and Safety-Gloves-Latex,,Chemicals-Bleach / Ammonia-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Mops / Squeegees-Handles / Frames / Accessories,,Personal Protection and Safety-Gloves-Vinyl,
3689,3689,20069066,"VGuard® Blue Polyethylene Shoe Cover (Large, 100 Covers/BG, 3 BG/CS)",Personal Protection and Safety-Footwear / Accessories-MISSING,,Personal Protection and Safety-Head Protection-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,,,,,,
3690,3690,20069067,"VGuard® Blue Polyethylene Shoe Cover (XL, 100 Covers/BG, 3 BG/CS)",Personal Protection and Safety-Footwear / Accessories-MISSING,,Personal Protection and Safety-Head Protection-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,,,,,,
3691,3691,20069068,"VGuard® 13 ga. White Polyester Liner Gloves (Large, 12 DZ/CS)",Personal Protection and Safety-Gloves-Poly,,Personal Hygiene-Personal Washcloths / Wipes / Cloth Towels-MISSING,,Can Liners-High Density-MISSING,,Personal Hygiene-Toilet Seat Covers-MISSING,,Skincare-Soaps / Hand Cleaners-MISSING,,"Towels, Tissues-Toilet Tissue-Jumbo Roll",
3692,3692,20069158,"TENNANT® Grey/Blue Disk Self-Propel Floor Machine (20 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Walk Behind,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,"Towels, Tissues-Toilet Tissue-Standard Roll",,,,,
3693,3693,20069694,"i-mop® Grey/Teal Lite Plastic Scrubber Floor Machine (14.1 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Walk Behind,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,"Towels, Tissues-Toilet Tissue-Standard Roll",,,,,
3694,3694,20069896,"Safety Zone® Blue Spunbond Polyethylene Coated Shoe Cover (2XL, 150 Pairs/CS)",Personal Protection and Safety-Footwear / Accessories-MISSING,,Personal Protection and Safety-Head Protection-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,,,,,,
3695,3695,20070165,"Shurtape® 5.2-Mil Natural Contractor Rubber Masking Tape (36 mm. x 55 m., 24 RL)",Tapes-Paper Tapes-Masking,,Tapes-Carton Sealing Tapes-Water Activated Tapes,,Ancillary Packaging-Specialty-MISSING,,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Food Service-Cups / Lids-Foam,
3696,3696,20070537,"Rotovac 360 XL™ Black High Performance Vacuum (15 in., 1 Vacuum/CS)",Janitorial Power Equipment-Soft Floor / Upholstery Machines-MISSING,,,,,,,,,,,
3697,3697,20070646,"VGuard® Blue SBPP Hood (Large, 100 Hoods/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3698,3698,20070648,"VGuard® White SBPP Hood (Large, 100 Hoods/BG, 20 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3699,3699,20071268,"Safety Zone® Polylite® White Balaclava Hood (XL, 100 Hoods/PK, 10 PK/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3700,3700,20071471,Easypack® GeoTerra™ Silver Wrapping System Dispenser (1 Dispenser),Dispensers-Cushioning Dispensers-MISSING,,,,,,,,,,,
3701,3701,20071389,"TUFflex® 63 Ga. Cast Clear Premium Plus Stretch Film (19.7 in. x 5000 ft., 60 RL/SK)",Films-Stretch Films-Machine Grade Films,,Can Liners-High Density-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Mailers-Kraft Bubble Mailer-MISSING,,Cushioning-Void Fill-Inflatable Void Fill,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3702,3702,20071546,"Easypack® GeoTerra™ Brown Kraft Paper Roll (15 in. x 950 ft., 48 RL)",Cushioning-Void Fill-Kraft Void Fill,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Hand Grade Films,,Tapes-Carton Sealing Tapes-Hot Melt,,Cushioning-Bubble-Bundles,,Ancillary Packaging-Specialty-MISSING,
3703,3703,20072049,"Advance® Black Floor Scrubber Machine With 2 Prolene Brushes Floor Machine (34 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Ride On,,,,,,,,,,,
3704,3704,20072285,"Safety Zone® White Polypropylene Lab Coat With Elastic Wrist (Medium, 30 Coats/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3705,3705,20072204,"VGuard® Blue CPE DC Gown With Thumb Loops (35 in x 45 in., 10 Gowns/BG, 10 BG/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3706,3706,20072220,"VGuard® Blue CPE DC Gown With Thumb Loops (XL, 10 Gowns/BG, 10 BG/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3707,3707,20072221,"VGuard® 7 ga. White String Knitted Work Gloves (Medium, 25 DZ/CS)",Personal Protection and Safety-Gloves-Fabric,,,,,,,,,,,
3708,3708,20072222,"VGuard® 7 ga. Natural String knitted Work Gloves (Medium, 25 DZ/CS)",Personal Protection and Safety-Gloves-Fabric,,,,,,,,,,,
3709,3709,20072190,"VGuard® White SBPP Pancake Bouffant Cap (19 in., 100 Caps/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3710,3710,20072195,"VGuard® Blue SBPP Hood (XL, 100 Hoods/BG, 10 BG/CS)",Personal Protection and Safety-Head Protection-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Chemicals-Cleaners-MISSING,
3711,3711,20072199,"VGuard® 1-mil Blue LDPE Apron (28 in x 46 in., 100 Aprons/BX, 10 BX/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3712,3712,20072203,"VGuard® 6-mil Blue Vinyl Apron (35 in x 45 in., 12 Aprons/BG, 6 BG/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3713,3713,20072287,"Safety Zone® White Polypropylene Lab Coat With Elastic Wrist (Large, 30 Coats/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
3714,3714,20072299,"Safety Zone® White Polypropylene Lab Coat With Elastic Wrist (XL, 30 Coats/CS)",Personal Protection and Safety-Body Protection / Apparel-MISSING,,Chemicals-Cleaners-MISSING,,Food Service-Cups / Lids-Plastic,,"Chemicals-Air Care / Odor Control (Deodorizers, Neutralizers)-MISSING",,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Mops / Squeegees-Wet Mops,
